item,worker,label
150,16808,2
153,16808,3
158,16808,2
159,16808,0
150,15189,0
200,15189,0
201,15189,1
202,15189,3
150,15625,2
151,15625,1
152,15625,1
153,15625,3
154,15625,0
150,14718,1
151,14718,1
153,14718,0
150,14532,1
151,14532,3
150,14893,1
150,7249,0
151,7249,1
152,7249,0
159,7249,3
160,7249,2
150,16525,1
219,16525,1
150,14732,2
150,15205,3
520,15205,0
521,15205,1
522,15205,2
523,15205,0
524,15205,2
525,15205,0
526,15205,3
527,15205,1
150,7738,0
1242,7738,0
150,14915,1
151,15092,0
151,14762,3
153,14762,0
151,16071,2
151,15375,1
153,15375,3
151,15096,1
152,15096,0
153,15096,3
154,15096,1
155,15096,1
156,15096,2
158,15096,1
272,15096,2
273,15096,3
151,15488,1
153,15488,0
151,15727,1
153,15727,3
542,15727,3
587,15727,1
626,15727,0
815,15727,3
823,15727,1
1017,15727,0
1193,15727,2
1194,15727,1
151,13894,2
153,13894,3
151,15010,1
153,15010,3
154,15010,0
156,15010,2
158,15010,2
161,15010,3
151,14816,1
152,14816,0
153,14816,3
154,14816,1
256,14816,3
151,16560,1
153,16560,0
154,16560,1
155,16560,3
156,16560,3
157,16560,3
158,16560,1
171,16560,3
329,16560,2
333,16560,1
372,16560,2
382,16560,2
383,16560,1
384,16560,1
385,16560,0
387,16560,2
388,16560,1
389,16560,1
390,16560,3
391,16560,3
496,16560,0
497,16560,2
498,16560,1
499,16560,2
500,16560,1
730,16560,1
841,16560,2
842,16560,1
848,16560,2
854,16560,1
857,16560,1
858,16560,0
859,16560,1
860,16560,0
861,16560,1
862,16560,1
863,16560,0
872,16560,1
873,16560,2
874,16560,0
875,16560,0
876,16560,1
877,16560,0
879,16560,3
880,16560,2
881,16560,3
882,16560,1
883,16560,3
884,16560,0
885,16560,3
886,16560,0
887,16560,2
888,16560,3
889,16560,2
890,16560,3
891,16560,0
892,16560,1
893,16560,2
894,16560,0
895,16560,1
896,16560,0
897,16560,1
151,14257,1
152,14257,0
153,14257,3
151,14867,2
250,14867,2
151,15886,1
153,15886,3
154,15886,0
156,15886,2
151,15568,1
153,15568,3
151,15848,2
156,15848,3
151,16206,1
151,16402,1
152,16402,0
153,16402,2
154,16402,1
165,16402,2
171,16402,1
151,14250,1
153,14250,3
151,12579,1
152,12579,0
153,12579,3
154,12579,1
156,12579,3
157,12579,0
158,12579,1
159,12579,3
165,12579,2
202,12579,0
280,12579,3
281,12579,1
285,12579,2
286,12579,3
287,12579,0
288,12579,3
289,12579,1
151,15246,1
153,15246,3
154,15246,2
156,15246,2
157,15246,0
158,15246,0
159,15246,1
151,15327,0
153,15327,2
154,15327,3
155,15327,3
156,15327,1
162,15327,0
151,16691,2
151,16590,1
152,16590,0
153,16590,3
154,16590,1
155,16590,3
156,16590,2
157,16590,0
158,16590,3
281,16590,3
282,16590,0
283,16590,3
284,16590,0
731,16590,3
732,16590,0
733,16590,1
734,16590,2
151,14617,1
152,14617,0
153,14617,3
154,14617,0
151,6438,1
153,6438,2
154,6438,1
158,6438,3
159,6438,3
151,15400,1
152,15400,0
153,15400,3
154,15400,1
155,15400,3
156,15400,3
151,15197,1
152,15197,0
153,15197,2
154,15197,1
155,15197,3
156,15197,3
157,15197,0
158,15197,3
159,15197,1
160,15197,2
151,14737,1
153,14737,2
154,14737,2
156,14737,2
157,14737,1
158,14737,1
159,14737,0
202,14737,2
226,14737,0
256,14737,0
262,14737,0
151,15295,1
151,13017,1
152,13017,0
153,13017,3
151,16684,1
152,16684,3
153,16684,2
155,16684,3
157,16684,0
159,16684,3
160,16684,2
162,16684,0
163,16684,0
165,16684,2
151,9326,1
160,9326,1
161,9326,3
151,16531,1
151,14632,1
158,14632,3
159,14632,1
151,15406,0
158,15406,2
160,15406,0
163,15406,2
165,15406,2
166,15406,0
167,15406,2
168,15406,3
182,15406,1
186,15406,2
193,15406,0
194,15406,0
199,15406,2
276,15406,1
277,15406,1
278,15406,1
279,15406,3
280,15406,0
281,15406,0
282,15406,0
283,15406,2
284,15406,0
285,15406,2
286,15406,3
287,15406,0
288,15406,3
289,15406,1
291,15406,3
292,15406,0
332,15406,1
151,16345,2
151,7987,1
152,7380,0
154,7380,0
161,7380,3
165,7380,3
152,16858,0
153,16858,3
154,16858,1
157,16858,3
152,10495,0
154,10495,3
152,13677,0
159,13677,0
160,13677,2
161,13677,3
162,13677,1
163,13677,0
165,13677,2
152,16051,1
167,16051,1
185,16051,1
152,9342,1
155,9342,0
157,9342,2
160,9342,3
161,9342,1
167,9342,2
168,9342,3
169,9342,1
153,14197,0
153,6127,3
153,14643,0
154,14643,1
548,14643,1
549,14643,1
568,14643,0
570,14643,0
571,14643,2
572,14643,3
573,14643,2
574,14643,0
575,14643,0
153,16234,3
201,16234,2
202,16234,3
220,16234,0
311,16234,1
312,16234,1
153,14091,2
277,14091,0
153,16097,3
161,16097,3
153,15285,3
153,16856,3
154,16856,0
153,13315,3
154,13315,0
156,13315,3
153,8152,3
158,8152,3
153,13683,3
154,13683,0
153,8100,3
153,11209,3
157,11209,1
158,11209,0
161,11209,1
162,11209,0
163,11209,2
165,11209,3
166,11209,0
167,11209,1
168,11209,0
169,11209,0
171,11209,0
201,11209,3
202,11209,2
203,11209,0
204,11209,1
205,11209,2
206,11209,1
153,10876,2
154,10876,1
345,10876,3
346,10876,2
347,10876,0
348,10876,1
350,10876,3
351,10876,3
352,10876,2
381,10876,3
153,15379,3
153,14957,3
171,14957,0
153,16843,2
153,16611,2
154,16611,1
155,16611,3
153,15553,3
153,13033,0
154,13033,3
156,13033,2
254,13033,1
153,16579,0
154,16579,1
155,16579,3
156,16579,2
157,16579,1
158,16579,0
153,16581,0
154,16581,0
156,16581,2
153,13485,3
155,13485,2
156,13485,2
157,13485,1
158,13485,2
153,5778,2
154,5778,1
153,11545,3
154,11545,0
210,11545,1
211,11545,0
274,11545,0
275,11545,2
287,11545,0
288,11545,3
289,11545,1
153,16040,2
159,16040,0
194,16040,1
195,16040,2
196,16040,0
197,16040,2
198,16040,0
199,16040,1
153,14526,3
153,10772,3
154,10772,1
158,10772,2
323,10772,3
153,15324,0
154,15324,1
156,15324,2
157,15324,0
200,15324,3
201,15324,0
202,15324,3
204,15324,0
205,15324,1
206,15324,3
153,10887,3
163,10887,3
153,15640,2
154,15640,3
156,15640,2
157,15640,0
159,15640,0
160,15640,2
161,15640,3
162,15640,1
163,15640,2
165,15640,1
166,15640,0
167,15640,1
153,16513,3
154,16513,1
153,15918,3
154,15918,1
161,15918,3
162,15918,1
163,15918,2
165,15918,2
166,15918,0
167,15918,1
153,5107,3
153,16307,3
154,16307,0
156,16307,3
153,16208,3
154,16208,1
153,12132,2
154,12132,1
156,12132,1
157,12132,3
158,12132,2
153,16498,0
153,15030,1
153,15259,3
154,15307,2
154,15795,1
156,15795,2
157,15795,0
154,11193,0
626,11193,3
154,16859,0
158,16859,3
159,16859,0
160,16859,2
161,16859,3
154,16290,1
154,13704,0
156,13704,2
230,13704,2
232,13704,0
154,14552,1
202,14552,2
154,14567,1
154,15936,1
154,13581,1
154,1881,2
155,1881,3
156,1881,1
157,1881,0
158,1881,3
159,1881,0
160,1881,2
162,1881,0
163,1881,2
165,1881,2
166,1881,0
167,1881,1
168,1881,0
170,1881,0
171,1881,1
401,1881,2
402,1881,0
403,1881,0
404,1881,3
405,1881,1
406,1881,3
154,16463,2
154,14778,0
155,14778,3
156,14778,3
158,14778,3
154,16857,1
155,16857,3
156,16857,2
157,16857,0
158,16857,3
154,16453,0
154,7406,0
166,7406,0
168,7406,0
170,7406,0
171,7406,1
154,15753,0
154,14588,1
155,14588,3
156,14588,3
157,14588,2
158,14588,3
159,14588,0
154,16130,0
154,15483,1
155,15483,3
157,15483,0
158,15483,3
159,15483,1
160,15483,2
161,15483,3
162,15483,1
163,15483,2
165,15483,2
166,15483,0
167,15483,1
154,16504,0
155,16504,1
156,16504,1
157,16504,0
158,16504,3
159,16504,0
161,16504,3
162,16504,0
163,16504,2
165,16504,2
171,16504,1
154,16451,0
156,16451,1
154,16156,1
154,16574,1
155,16574,3
156,16574,2
154,16663,1
156,16663,3
157,16663,0
158,16663,3
159,16663,2
160,16663,2
161,16663,3
165,16663,0
167,16663,1
251,16663,2
154,16608,1
155,16608,3
156,16608,3
157,16608,2
158,16608,3
159,16608,0
169,16608,0
258,16608,2
259,16608,2
287,16608,1
333,16608,2
372,16608,2
525,16608,2
587,16608,1
589,16608,3
590,16608,2
592,16608,0
620,16608,1
154,16173,1
154,13645,0
158,13645,0
154,15062,0
159,15062,2
276,15062,2
304,15062,3
305,15062,2
306,15062,1
318,15062,2
319,15062,0
320,15062,1
321,15062,3
322,15062,2
323,15062,0
324,15062,3
325,15062,3
335,15062,2
336,15062,3
338,15062,0
439,15062,0
440,15062,0
441,15062,1
442,15062,0
443,15062,2
444,15062,2
550,15062,0
154,15877,0
154,9806,0
159,9806,3
160,9806,2
161,9806,3
154,16694,2
154,8064,1
159,8064,0
163,8064,1
167,8064,1
169,8064,3
199,8064,1
154,9517,1
157,9517,1
159,9517,0
162,9517,1
175,9517,1
176,9517,3
177,9517,2
178,9517,0
179,9517,0
181,9517,3
185,9517,1
189,9517,0
192,9517,1
195,9517,3
198,9517,1
199,9517,1
215,9517,1
217,9517,3
238,9517,1
241,9517,0
155,13169,1
155,16854,3
157,16854,0
158,16854,3
155,16692,3
156,16692,3
157,16692,0
158,16692,3
159,16692,1
161,16692,3
155,13064,3
157,13064,1
158,13064,3
155,3685,0
156,3685,3
157,3685,0
158,3685,0
159,3685,1
160,3685,2
162,3685,0
163,3685,2
165,3685,3
166,3685,0
167,3685,1
168,3685,0
170,3685,0
171,3685,0
155,15812,0
155,15340,0
156,15577,0
156,14854,3
157,14854,0
158,14854,3
156,16236,2
429,16236,0
612,16236,2
811,16236,2
1264,16236,0
156,15005,3
157,15005,2
158,15005,3
159,15005,1
160,15005,2
161,15005,3
156,8593,3
156,15822,1
202,15822,1
203,15822,0
156,16664,3
156,13545,3
156,16655,2
157,16655,1
156,15524,2
157,15524,0
158,15524,0
156,14852,3
157,14852,0
158,14852,3
156,16060,2
159,16060,0
156,12983,2
156,14828,1
207,14828,1
208,14828,3
256,14828,0
257,14828,0
258,14828,0
339,14828,2
340,14828,1
341,14828,1
343,14828,0
344,14828,1
345,14828,2
371,14828,0
372,14828,2
556,14828,3
557,14828,1
558,14828,2
559,14828,3
560,14828,0
156,14513,2
158,14513,2
202,14513,0
203,14513,0
204,14513,0
156,13441,1
156,12632,1
156,8146,2
157,14850,3
158,14850,0
157,6301,1
338,6301,1
339,6301,3
157,13977,2
158,13977,0
159,13977,1
160,13977,2
202,13977,0
203,13977,0
204,13977,1
205,13977,2
206,13977,1
310,13977,1
382,13977,3
383,13977,1
384,13977,0
385,13977,0
386,13977,3
387,13977,0
388,13977,3
389,13977,3
390,13977,3
392,13977,0
157,15510,3
204,15510,1
205,15510,2
206,15510,1
157,14690,0
157,15550,0
158,15550,1
159,15550,0
157,15209,0
158,15209,1
157,16321,2
158,16321,1
157,15533,0
157,14973,0
158,14973,0
362,14973,1
157,13767,2
158,13767,1
157,15833,0
157,16278,1
158,16278,3
157,15211,0
158,15211,1
157,15380,0
158,15380,1
159,15380,1
202,15380,0
203,15380,0
204,15380,1
205,15380,2
206,15380,1
226,15380,3
231,15380,1
232,15380,3
233,15380,2
234,15380,0
236,15380,1
237,15380,2
890,15380,3
891,15380,0
892,15380,1
894,15380,0
895,15380,1
157,14330,0
157,16145,2
157,14591,2
157,16437,3
157,13559,0
157,13152,1
158,16517,3
159,16517,2
158,15969,2
158,14794,2
158,14444,3
159,14444,1
160,14444,2
161,14444,3
162,14444,0
163,14444,2
165,14444,1
166,14444,0
167,14444,1
168,14444,0
169,14444,0
171,14444,2
200,14444,0
201,14444,2
202,14444,0
203,14444,0
204,14444,1
205,14444,3
206,14444,0
207,14444,0
208,14444,1
209,14444,0
210,14444,1
211,14444,0
214,14444,1
215,14444,1
228,14444,1
229,14444,3
230,14444,2
232,14444,3
233,14444,3
234,14444,0
235,14444,3
236,14444,0
237,14444,2
238,14444,1
239,14444,0
240,14444,0
241,14444,0
242,14444,1
243,14444,3
244,14444,0
245,14444,2
246,14444,1
247,14444,3
248,14444,1
249,14444,3
250,14444,2
1268,14444,2
1269,14444,2
1270,14444,0
158,13651,1
158,15664,1
161,15664,3
162,15664,1
163,15664,2
165,15664,0
166,15664,0
167,15664,1
168,15664,0
169,15664,0
171,15664,1
158,14871,2
158,12194,0
158,15891,1
159,15891,1
158,16287,2
597,16287,0
783,16287,1
785,16287,0
786,16287,3
841,16287,2
842,16287,1
843,16287,3
844,16287,0
845,16287,2
959,16287,0
960,16287,3
961,16287,1
962,16287,2
158,16472,1
159,16472,1
160,16472,2
161,16472,3
162,16472,1
163,16472,2
165,16472,3
167,16472,0
168,16472,0
274,16472,0
158,14578,2
200,14578,0
203,14578,0
204,14578,1
205,14578,2
209,14578,3
227,14578,0
228,14578,1
229,14578,3
230,14578,2
231,14578,1
232,14578,3
233,14578,2
234,14578,0
235,14578,2
236,14578,1
237,14578,2
238,14578,1
242,14578,0
243,14578,3
244,14578,0
245,14578,2
158,16281,2
158,11731,3
158,15035,0
158,15799,1
158,11248,1
158,16546,0
160,16546,2
161,16546,3
162,16546,0
163,16546,2
165,16546,2
166,16546,0
167,16546,1
168,16546,0
169,16546,0
171,16546,3
158,15701,3
214,15701,1
216,15701,2
158,16251,1
158,15494,1
159,15494,3
161,15494,3
158,15945,2
158,16075,1
165,16075,2
167,16075,0
171,16075,2
158,16047,3
158,14501,1
158,16181,1
158,16743,3
159,16743,3
227,16743,0
236,16743,1
342,16743,2
158,12941,3
159,12941,0
158,13041,3
158,15937,2
161,15937,3
162,15937,1
163,15937,2
165,15937,1
158,10733,3
158,16656,3
158,15090,2
158,11814,0
159,11814,0
208,11814,1
158,10701,2
158,14885,1
159,14885,1
200,14885,1
201,14885,2
313,14885,1
326,14885,1
158,14780,0
160,14780,2
158,11509,0
158,16343,2
159,16343,1
160,16343,2
161,16343,3
162,16343,0
163,16343,1
165,16343,2
166,16343,0
167,16343,1
158,14519,1
159,14519,0
165,14519,1
201,14519,3
158,16672,2
251,16672,3
276,16672,1
158,14754,1
159,14754,0
160,14754,2
162,14754,0
163,14754,2
165,14754,3
200,14754,3
158,16141,1
227,16141,3
228,16141,1
229,16141,3
230,16141,2
231,16141,1
232,16141,3
233,16141,3
235,16141,3
276,16141,1
277,16141,1
278,16141,1
279,16141,3
280,16141,3
281,16141,0
282,16141,0
283,16141,2
284,16141,0
285,16141,2
286,16141,3
287,16141,0
288,16141,3
289,16141,1
290,16141,2
291,16141,0
292,16141,0
293,16141,1
294,16141,3
295,16141,3
296,16141,0
297,16141,2
298,16141,0
299,16141,1
300,16141,2
301,16141,2
302,16141,0
303,16141,0
313,16141,3
799,16141,0
928,16141,2
930,16141,1
932,16141,1
933,16141,2
934,16141,3
935,16141,1
938,16141,1
158,15360,1
159,15360,2
158,15216,0
159,15216,3
160,15216,2
161,15216,3
162,15216,0
163,15216,2
165,15216,2
167,15216,0
171,15216,0
274,15216,0
158,13451,3
159,13451,1
206,13451,3
158,14676,0
313,14676,0
314,14676,3
158,13162,0
304,13162,3
305,13162,2
307,13162,3
308,13162,3
309,13162,1
310,13162,3
311,13162,0
158,14573,1
158,14466,2
158,16788,2
159,16788,2
160,16788,2
161,16788,3
162,16788,0
163,16788,2
165,16788,1
166,16788,0
167,16788,3
171,16788,1
158,14043,0
158,16725,0
158,14767,0
158,13519,3
158,14898,3
159,14898,3
160,14898,2
161,14898,3
162,14898,0
163,14898,2
165,14898,1
166,14898,0
167,14898,1
168,14898,0
169,14898,0
171,14898,1
158,13396,2
159,13396,3
161,13396,3
162,13396,1
163,13396,2
165,13396,3
166,13396,0
167,13396,1
168,13396,0
169,13396,1
171,13396,0
158,16758,2
158,13957,3
159,13957,1
160,13957,2
161,13957,3
162,13957,0
163,13957,2
165,13957,2
166,13957,0
167,13957,1
168,13957,0
169,13957,0
158,15489,3
161,15489,3
158,15652,2
159,15652,1
158,16456,1
160,16456,2
158,15925,0
158,16223,2
159,16223,0
158,15055,2
159,15055,1
158,15722,1
165,15722,0
158,15683,1
159,15683,2
160,15683,2
161,15683,3
169,15683,0
158,15857,2
159,15857,0
158,15263,0
158,15112,1
159,15112,0
158,15082,3
171,15082,0
199,15082,0
201,15082,1
202,15082,3
158,16285,1
159,16285,3
160,16285,2
162,16285,1
163,16285,2
165,16285,2
166,16285,0
167,16285,1
168,16285,0
170,16285,0
171,16285,1
334,16285,2
335,16285,2
336,16285,3
337,16285,1
338,16285,0
339,16285,2
341,16285,1
342,16285,3
343,16285,0
344,16285,3
345,16285,2
346,16285,2
348,16285,1
350,16285,0
158,16072,3
158,15908,2
159,15908,0
158,14856,0
158,8785,0
158,14937,3
159,14937,2
158,16605,2
158,16807,0
159,16807,0
158,16068,1
159,16068,3
160,16068,2
162,16068,0
163,16068,2
165,16068,0
166,16068,0
167,16068,1
168,16068,0
170,16068,0
171,16068,1
158,16502,1
159,16502,1
160,16502,2
161,16502,3
162,16502,0
163,16502,2
165,16502,1
158,16537,2
159,16537,3
158,16775,0
159,16775,3
161,16775,3
200,16775,2
201,16775,1
202,16775,2
158,15505,0
159,15505,1
161,15505,3
162,15505,0
163,15505,2
165,15505,2
158,14523,0
158,9965,2
158,15408,1
159,15408,2
158,14419,1
159,14419,1
161,14419,3
158,14428,0
159,14428,0
194,14428,0
158,8759,1
206,8759,3
207,8759,1
158,16688,2
159,16688,0
160,16688,2
161,16688,3
162,16688,1
163,16688,2
165,16688,2
166,16688,0
167,16688,3
168,16688,0
169,16688,0
171,16688,1
158,14135,0
159,14135,1
158,15962,3
158,15326,3
209,15326,1
158,15167,2
159,15167,1
160,15167,2
161,15167,3
165,15167,2
166,15167,0
167,15167,2
230,15167,2
231,15167,1
232,15167,3
233,15167,2
234,15167,0
158,11402,3
158,10801,2
158,15261,0
161,15261,3
158,16553,0
159,16553,1
160,16553,2
162,16553,0
163,16553,2
165,16553,0
166,16553,0
167,16553,1
158,1740,3
158,16700,3
209,16700,0
244,16700,0
245,16700,2
246,16700,1
247,16700,3
248,16700,1
249,16700,3
250,16700,2
158,15440,2
158,12855,3
158,16586,1
159,16586,3
160,16586,2
161,16586,3
162,16586,0
163,16586,2
165,16586,2
166,16586,0
167,16586,1
168,16586,0
169,16586,0
171,16586,1
1433,16586,0
1434,16586,3
158,15691,3
161,15691,3
162,15691,2
163,15691,2
165,15691,0
167,15691,2
168,15691,0
158,14415,3
158,14138,1
171,14138,1
226,14138,0
227,14138,3
228,14138,1
229,14138,3
231,14138,1
232,14138,3
233,14138,0
234,14138,0
235,14138,1
236,14138,1
158,15674,0
161,15674,1
163,15674,2
165,15674,2
166,15674,0
167,15674,0
172,15674,0
173,15674,2
174,15674,2
175,15674,2
176,15674,3
178,15674,1
179,15674,2
180,15674,1
181,15674,3
182,15674,0
183,15674,2
158,13927,1
165,13927,3
167,13927,1
159,16555,1
159,16868,0
159,15328,0
159,14460,2
159,16871,2
159,10166,0
159,6552,3
159,13007,3
160,13007,2
161,13007,3
162,13007,0
163,13007,2
165,13007,2
273,13007,3
274,13007,0
275,13007,2
159,15926,3
159,13547,1
159,15749,1
159,16100,3
160,16100,2
161,16100,3
159,15745,0
255,15745,0
256,15745,1
257,15745,2
159,13959,0
160,13959,2
165,13959,2
159,16352,0
159,15038,0
159,16872,0
159,7473,0
159,16792,3
160,16792,2
161,16792,3
226,16792,1
228,16792,1
229,16792,3
230,16792,2
232,16792,3
233,16792,2
234,16792,0
235,16792,2
236,16792,1
520,16792,0
521,16792,1
1500,16792,3
1601,16792,3
159,16809,0
159,16733,0
159,11383,0
159,14653,1
218,14653,1
159,12010,0
159,13009,2
160,13009,2
161,13009,3
159,15218,1
160,15218,3
162,15218,0
165,15218,0
166,15218,0
167,15218,0
168,15218,3
170,15218,3
171,15218,0
159,15476,0
163,15476,2
165,15476,3
166,15476,0
200,15476,2
201,15476,0
203,15476,0
159,16408,0
161,16408,3
163,16408,2
165,16408,2
159,15304,0
160,15304,2
161,15304,3
731,15304,3
732,15304,0
733,15304,1
734,15304,2
159,15798,1
161,15798,3
159,14765,3
162,14765,0
163,14765,2
165,14765,3
166,14765,0
167,14765,1
168,14765,3
169,14765,0
171,14765,1
202,14765,2
203,14765,0
204,14765,1
205,14765,2
159,15221,0
159,6154,0
160,6154,2
161,6154,3
219,6154,2
275,6154,2
772,6154,2
1093,6154,1
1094,6154,1
1184,6154,2
159,16413,3
161,16413,2
163,16413,2
165,16413,2
166,16413,0
167,16413,2
169,16413,0
171,16413,1
159,16030,0
160,16030,2
161,16030,3
159,16572,0
162,16572,0
159,6949,0
159,10508,3
1306,10508,1
159,15717,0
159,15644,0
159,9959,1
159,14769,0
159,16713,1
160,16713,0
161,16713,3
162,16713,1
163,16713,2
165,16713,0
195,16713,1
227,16713,2
236,16713,0
237,16713,2
238,16713,1
239,16713,0
240,16713,0
241,16713,0
242,16713,1
243,16713,0
244,16713,1
263,16713,0
264,16713,1
318,16713,2
319,16713,0
320,16713,1
321,16713,3
322,16713,2
323,16713,1
324,16713,3
325,16713,0
326,16713,1
327,16713,3
407,16713,3
409,16713,2
410,16713,0
411,16713,1
412,16713,0
413,16713,3
414,16713,2
445,16713,1
446,16713,1
447,16713,2
448,16713,3
159,15022,3
160,15022,2
161,15022,3
162,15022,0
163,15022,2
165,15022,1
362,15022,1
363,15022,1
364,15022,0
365,15022,1
366,15022,0
367,15022,3
368,15022,3
369,15022,3
370,15022,0
371,15022,2
372,15022,2
374,15022,2
375,15022,2
376,15022,1
377,15022,0
378,15022,2
379,15022,0
827,15022,3
159,15781,3
160,15781,0
161,15781,3
163,15781,2
165,15781,1
159,6510,0
159,14798,1
159,15803,1
160,15803,3
260,15803,1
261,15803,3
159,7020,2
162,7020,0
163,7020,1
165,7020,3
340,7020,1
341,7020,1
342,7020,2
159,12805,3
160,12805,2
161,12805,3
162,12805,1
163,12805,2
165,12805,0
159,15289,2
300,15289,2
301,15289,2
159,16651,0
159,15029,0
159,15602,1
159,16074,0
159,15021,0
160,15021,2
161,15021,3
162,15021,1
163,15021,0
165,15021,2
166,15021,0
167,15021,2
169,15021,0
171,15021,2
200,15021,0
201,15021,2
202,15021,2
203,15021,1
204,15021,1
205,15021,2
206,15021,3
207,15021,1
209,15021,3
210,15021,3
212,15021,0
213,15021,3
214,15021,1
159,13370,0
160,13370,2
159,10723,3
159,15322,0
189,15322,0
190,15322,1
191,15322,0
192,15322,3
193,15322,0
194,15322,0
195,15322,2
196,15322,0
197,15322,0
198,15322,2
219,15322,1
220,15322,0
221,15322,0
222,15322,3
223,15322,2
224,15322,0
225,15322,2
226,15322,0
227,15322,3
228,15322,0
229,15322,3
230,15322,2
232,15322,3
233,15322,2
234,15322,1
235,15322,1
236,15322,2
237,15322,2
238,15322,1
239,15322,0
240,15322,0
241,15322,1
242,15322,2
244,15322,3
246,15322,1
247,15322,1
248,15322,1
251,15322,0
252,15322,3
407,15322,2
409,15322,2
410,15322,0
411,15322,1
412,15322,0
413,15322,1
414,15322,3
415,15322,1
416,15322,2
417,15322,2
418,15322,1
419,15322,2
420,15322,3
421,15322,0
422,15322,0
423,15322,2
424,15322,2
425,15322,3
426,15322,3
427,15322,2
431,15322,0
432,15322,0
433,15322,1
434,15322,2
435,15322,3
436,15322,0
437,15322,3
438,15322,2
439,15322,2
440,15322,0
441,15322,0
442,15322,1
443,15322,2
444,15322,2
445,15322,0
446,15322,1
447,15322,2
448,15322,1
449,15322,0
450,15322,0
451,15322,1
452,15322,2
453,15322,1
454,15322,0
455,15322,2
456,15322,0
457,15322,1
458,15322,0
459,15322,1
460,15322,2
461,15322,3
462,15322,2
463,15322,3
465,15322,1
466,15322,2
467,15322,2
468,15322,2
469,15322,0
470,15322,1
471,15322,1
472,15322,0
473,15322,0
474,15322,0
476,15322,2
477,15322,3
478,15322,2
479,15322,0
480,15322,2
483,15322,3
484,15322,0
485,15322,0
486,15322,3
487,15322,2
494,15322,3
496,15322,0
497,15322,2
498,15322,1
499,15322,2
500,15322,1
501,15322,0
503,15322,2
504,15322,0
507,15322,3
508,15322,0
509,15322,0
510,15322,2
511,15322,1
512,15322,3
513,15322,0
514,15322,1
515,15322,3
516,15322,3
519,15322,1
550,15322,2
551,15322,1
552,15322,0
553,15322,3
554,15322,1
555,15322,1
556,15322,3
557,15322,3
558,15322,2
559,15322,3
561,15322,0
562,15322,0
566,15322,3
567,15322,3
568,15322,0
569,15322,1
570,15322,3
574,15322,0
575,15322,2
577,15322,2
578,15322,0
579,15322,0
597,15322,3
605,15322,1
615,15322,0
616,15322,0
618,15322,2
619,15322,3
620,15322,1
621,15322,2
624,15322,1
625,15322,3
626,15322,1
627,15322,0
629,15322,0
630,15322,2
631,15322,3
632,15322,0
634,15322,0
636,15322,1
637,15322,0
640,15322,2
641,15322,1
643,15322,3
644,15322,0
645,15322,3
646,15322,0
648,15322,2
649,15322,0
660,15322,1
666,15322,1
674,15322,0
159,16467,0
160,16467,2
159,16706,0
161,16706,3
159,14075,1
159,16388,0
159,15111,0
159,16810,1
159,16273,1
159,16283,3
159,16317,0
160,16317,1
161,16317,3
162,16317,1
163,16317,2
166,16317,0
159,15009,0
159,16515,3
159,16366,1
160,16366,2
162,16366,1
163,16366,2
165,16366,2
166,16366,0
167,16366,2
168,16366,0
170,16366,0
487,16366,0
702,16366,1
703,16366,0
704,16366,3
159,16474,3
160,16474,2
159,16866,3
160,16866,2
161,16866,3
165,16866,3
159,15442,0
159,10883,3
159,16083,1
159,14666,3
160,14666,2
161,14666,3
159,15844,0
160,15844,2
161,15844,3
159,13540,0
160,13540,2
161,13540,3
159,9130,0
159,15370,3
160,15370,2
163,15370,2
165,15370,0
759,15370,2
760,15370,0
761,15370,3
833,15370,1
159,16049,0
160,16049,2
161,16049,3
159,13200,1
160,13200,2
162,13200,1
163,13200,1
165,13200,0
166,13200,0
167,13200,1
168,13200,0
170,13200,2
171,13200,2
159,8676,1
251,8676,2
272,8676,2
273,8676,3
159,16634,0
159,15955,2
161,15955,0
159,15282,0
160,15282,2
161,15282,3
159,16794,1
159,15034,1
160,15034,2
162,15034,1
163,15034,2
165,15034,0
159,15144,1
160,15144,2
159,13848,2
159,14892,0
159,16752,2
159,15332,1
362,15332,0
363,15332,2
365,15332,1
366,15332,0
367,15332,3
368,15332,3
369,15332,1
370,15332,3
371,15332,2
372,15332,1
1406,15332,0
159,6657,1
220,6657,2
221,6657,0
222,6657,3
223,6657,2
224,6657,0
225,6657,2
226,6657,3
227,6657,1
233,6657,2
234,6657,2
235,6657,3
236,6657,1
240,6657,2
258,6657,0
260,6657,1
261,6657,3
262,6657,3
263,6657,0
264,6657,1
265,6657,0
159,16406,0
160,16406,0
196,16406,0
197,16406,0
198,16406,3
159,16787,1
159,16001,1
212,16001,0
257,16001,2
258,16001,3
265,16001,3
266,16001,1
267,16001,0
268,16001,2
269,16001,1
271,16001,2
272,16001,2
273,16001,3
274,16001,0
275,16001,1
159,14662,3
159,16115,0
160,16115,2
209,16115,0
159,14723,1
159,15991,1
160,15991,2
161,15991,3
159,15237,0
159,15419,3
159,15792,1
171,15792,3
159,15401,1
161,15401,3
159,16834,2
161,16834,3
193,16834,0
194,16834,0
345,16834,2
159,13325,0
159,16382,0
159,16776,1
160,16776,2
161,16776,3
162,16776,1
163,16776,2
165,16776,1
166,16776,0
167,16776,1
171,16776,1
159,14655,1
160,14655,2
419,14655,3
420,14655,1
427,14655,2
428,14655,0
429,14655,0
430,14655,0
431,14655,2
432,14655,0
433,14655,1
434,14655,2
580,14655,2
584,14655,0
585,14655,2
586,14655,3
587,14655,0
